Cennik blum - LISTOPAD 2025,,,,,,,,,
przy kursie 1 EUR =  4.25 PLN,,,,,,,,,
,,,,,,,,,
"Podane ceny mają wyłącznie charakter rekomendacji i nie są w żaden sposób wiążące dla kontrahentów, którzy posiadają swobodę w kształtowaniu swojej polityki cenowej.",,,,,,,,,
Przy zawieraniu i realizacji umów sprzedaży między Blum a Kupującym stosuje się Ogólne Warunki Handlowe Blum dostępne pod adresem http://www.blum.com,,,,,,,,,
,,,,,,,,,
Grupa,Symbol,Numer identyfikacyjny,Cena za,Cena PLN za 1 szt.,Min. Zamówienie,Waga [kg] za 1000 szt.,ilość na palecie [szt],Kod EAN,Opis produktu
Assembly machines,ZMM.2758   BR-E+ZUT    BL,05795927,1,"65,24",1,"93,93",4 000,9009494058260,Zderzak szerokości do BOXFIX P+błyszcząca*P/U: 1
Assembly machines,ZMM.3352   ANS-H  RL SZVS,02186017,1,"195,71",1,"886,801",800,9002617857252,Uchwyt zderzaka do BOXFIX+czarna-cynkowana-zalakowana*P/U: 1
Assembly machines,M35.7200.01FALZGERAET,07802921,1,"7340,18",1,40468,1,9009494098570,"Urządzenie do frezowania dna do LEGRABOX, z frezem, Półka 15 do 16 mm, 1     ,05 kW+*P/U: 1"
Assembly machines,M35.7300   FALZGERAET,04909084,1,"8873,49",1,43050,1,9009494117110,"Urządzenie do frezowania dna do LEGRABOX, z frezem, Półka 15 do 16 mm, 1     ,8 kW+*P/U: 1"
Assembly machines,M35.ZT01   TIEF-AN V1BUCH,02788307,1,"959,74",1,"1496,036",1 330,9009494099935,Zderzak drewniany do frezarki do dna+buk*P/U: 1
Assembly machines,MZD.2000   EASYSTICK    S,07072302,1,"6413,97",1,"9918,787",36,9009494447149,"Liniał EASYSTICK, możliwa pozycja nałożenia 6 do 953 mm+czarny*P/U: 1"
Assembly machines,MZD.2700   EASYST TOP   S,06026835,1,"6413,97",1,"9793,347",36,9009494456998,"Liniał EASYSTICK, możliwa pozycja nałożenia 6 do 953 mm+czarny*P/U: 1"
Assembly machines,MZD.2V00   V-LIN RL     S,03618025,1,"6044,27",1,11882,36,9009494447163,"Liniał przedłużający EASYSTICK, możliwa pozycja nałożenia 953 do 2681     mm+czarny*P/U: 1"
Assembly machines,MZD.4000   HALT+ZUT  R905,09938287,1,"872,95",1,"1681,31 ",36,9009494841848,"Uchwyt na komputer EASYSTICK z akcesoriami, do MINIPRESS P / MINIPRESS PRO, R9005 czarna"
Assembly machines,MZD.5000   COMPUTER    OR,08426820,1,"7692,63",1,4150,32,9009494447170,Komputer EASYSTICK do MINIPRESS P+pomarańczowe*P/U: 1
Assembly machines,MZD.5700   COMPUT TOP  OR,05586832,1,"7692,63",1,2995,32,9009494473704,Komputer EASYSTICK do MINIPRESS top+pomarańczowe*P/U: 1
Assembly machines,MZD.5700.01COMPUTER     S,04930225,1,"13890,45",1,375,32,9009494817706,"Komputer EASYSTICK do MINIPRESS top, 	czarny"
REVEGO UNO,801V5002   P-VERB       S,01549995,1,"32,05",1,"243,863",504,9009494764093,"REVEGO uno, Łącznik kieszeni, do rozwiązania wygięty, do Grubość boku     kieszeni 15 do 19 mm+czarny*P/U: 1"
REVEGO UNO,801V505B   P-VERB       S,06226152,1,"125,21",1,"930,645",594,9009494549478,"REVEGO uno, Łącznik kieszeni (Zestaw), do rozwiązania z cokołem, do     Grubość boku kieszeni 15 do 19 mm+czarny*P/U: 1"
REVEGO UNO,801V605B.L1P-VERB L     S,02759858,1,"125,21",1,"901,324",594,9009494549485,"REVEGO uno, Łącznik kieszeni (Zestaw), do rozwiązania bez cokołu, do     Grubość boku kieszeni 15 do 19 mm, l.+czarny*P/U: 1"
REVEGO UNO,801V605B.R1P-VERB R     S,08237784,1,"125,21",1,"902,525",594,9009494549492,"REVEGO uno, Łącznik kieszeni (Zestaw), do rozwiązania bez cokołu, do     Grubość boku kieszeni 15 do 19 mm, p.+czarny*P/U: 1"
REVEGO DUO,802V580B   P-VERB       S,06304497,1,"168,00",1,"1417,209",378,9009494550801,"REVEGO duo, Łącznik kieszeni (Zestaw), do rozwiązania z cokołem, do     Grubość boku kieszeni 18 do 19 mm+czarny*P/U: 1"
REVEGO DUO,802V680B.L1P-VERB L     S,03663193,1,"168,00",1,"1393,503",378,9009494550849,"REVEGO duo, Łącznik kieszeni (Zestaw), do rozwiązania bez cokołu, do     Grubość boku kieszeni 18 do 19 mm, l.+czarny*P/U: 1"
REVEGO DUO,802V680B.R1P-VERB R     S,09600326,1,"168,00",1,"1401,102",378,9009494551020,"REVEGO duo, Łącznik kieszeni (Zestaw), do rozwiązania bez cokołu, do     Grubość boku kieszeni 18 do 19 mm, p.+czarny*P/U: 1"
REVEGO DUO,802V5002   P-VERB       S,01686790,1,"36,76",1,"330,21",504,9009494764109,"REVEGO duo, Łącznik kieszeni, do rozwiązania wygięty, do Grubość boku kieszeni 15 do 19 mm"
REVEGO DUO,802M0002.L2DT       L   S,08825954,1,"316,41",1,"409,638",462,9009494719628,"REVEGO duo, Mocowanie szyny (Zestaw), l.+czarny*P/U: 1"
REVEGO DUO,802M0002.R2DT       R   S,08293532,1,"316,41",1,"409,958",462,9009494719611,"REVEGO duo, Mocowanie szyny (Zestaw), p.+czarny*P/U: 1"
REVEGO DUO,800ZA02S   T-ABS Z S2   S,09887851,1,"91,16",1,"111,294",500,9009494765717,"REVEGO uno, Podpórka względem siebie+czarny*P/U: 1"
REVEGO DUO,801ZA00S   STREIFS V1   S,07580933,1,"52,36",1,"84,184",500,9009494719031,"REVEGO duo/REVEGO uno, Zabezpieczenie przed tarciem+czarny*P/U: 1"
REVEGO DUO,801ZG0BS   ADAPTER V1 TGR,01036418,1,"29,84",1,"96,984",500,9009494700961,"REVEGO, Zestaw adaptera, do Włącznik elektryczny+ciemnoszara*P/U: 1"
REVEGO DUO,802ZA00S   STREIFS V1   S,09616867,1,"101,41",1,"110,304",500,9009494719048,"REVEGO duo, Zabezpieczenie przed tarciem+czarny*P/U: 1"
REVEGO DUO,802ZA031   T-ABS IN     S,01150855,1,"137,36",1,"210,76",420,9009494733778 ,"REVEGO duo, Podpórka drzwi wewnętrzna (Zestaw), dł.=350 mm., czarny"
REVEGO DUO,802ZG0CS   ADAPTER V1 TGR,08831360,1,"29,84",1,"104,064",500,9009494700978,"REVEGO, Zestaw adaptera, do Włącznik elektryczny+ciemnoszara*P/U: 1"
REVEGO UNO,801T1140.L3ST       L  ZN,04110481,1,"2277,07",1,"17309,555",44,9009494987515,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1142–1356 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T1140.R3ST       R  ZN,05374302,1,"2277,07",1,"17309,295",44,9009494987782,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1142–1356 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801T1350.L3ST       L  ZN,08296691,1,"2317,53",1,"17983,625",44,9009494987522,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1357–1506 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T1350.R3ST       R  ZN,07740442,1,"2317,53",1,"17983,365",44,9009494987799,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1357–1506 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801T1500.L3ST       L  ZN,05651523,1,"2354,80",1,"11861,785",44,9009494987539,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1507–1656 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T1500.R3ST       R  ZN,02830061,1,"2354,80",1,"11861,525",44,9009494987805,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1507–1656 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801T1650.L3ST       L  ZN,05318831,1,"2379,15",1,"12316,541",44,9009494987546,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1657–1806 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T1650.R3ST       R  ZN,06888001,1,"2379,15",1,"12316,281",44,9009494987812,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1657–1806 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801T1800.L3ST       L  ZN,05539155,1,"2403,46",1,"12884,571",44,9009494987553,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1807–1956 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T1800.R3ST       R  ZN,08611498,1,"2403,46",1,"12884,311",44,9009494987829,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1807–1956 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801T1950.L3ST       L  ZN,01567498,1,"2427,81",1,"13320,587",44,9009494987560,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1957–2106 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T1950.R3ST       R  ZN,08083923,1,"2427,81",1,"13320,327",44,9009494987836,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1957–2106 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801T2100.L3ST       L  ZN,01165809,1,"2468,23",1,"13764,027",44,9009494987577,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2107–2256 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T2100.R3ST       R  ZN,02997314,1,"2468,23",1,"13763,767",44,9009494987843,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2107–2256 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801T2250.L3ST       L  ZN,01421636,1,"2497,77",1,"14673,623",44,9009494987584,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2257–2406 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T2250.R3ST       R  ZN,08090950,1,"2497,77",1,"14673,363",44,9009494987850,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2257–2406 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801T2400.L3ST       L  ZN,01041403,1,"2522,08",1,"15109,639",44,9009494987591,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2407–2556 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T2400.R3ST       R  ZN,05169653,1,"2522,08",1,"15109,379",44,9009494987867,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2407–2556 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801T2550.L3ST       L  ZN,07636216,1,"2549,02",1,"22712,547",44,9009494988321,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2557–2706 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T2550.R3ST       R  ZN,03593100,1,"2549,02",1,"22712,287",44,9009494988352,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2557–2706 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801T2700.L3ST       L  ZN,05027818,1,"2578,09",1,"16632,903",44,9009494988338,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2707–2856 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T2700.R3ST       R  ZN,04897372,1,"2578,09",1,"16632,643",44,9009494988369,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2707–2856 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801T2850.L3ST       L  ZN,05033237,1,"2602,45",1,"17067,125",44,9009494988345,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2857–2999 mm, l.+cynkowana*P/U: 1"
REVEGO UNO,801T2850.R3ST       R  ZN,04835836,1,"2602,45",1,"17066,865",44,9009494988376,"REVEGO uno, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2857–2999 mm, p.+cynkowana*P/U: 1"
REVEGO UNO,801P450E.L3POCKET L   EV1,02470684,1,"1058,68",1,"4217,02",33,9009494950151,"REVEGO uno, Prowadnica kieszeniowa Zestaw, dł.=450 mm, l.+Aluminium*P/U: 1"
REVEGO UNO,801P450E.R3POCKET R   EV1,03891937,1,"1058,68",1,"4214,965",33,9009494950601,"REVEGO uno, Prowadnica kieszeniowa Zestaw, dł.=450 mm, p.+Aluminium*P/U: 1"
REVEGO UNO,801P500E.L3POCKET L   EV1,01603422,1,"1077,21",1,"4430,874",33,9009494950168,"REVEGO uno, Prowadnica kieszeniowa Zestaw, dł.=500 mm, l.+Aluminium*P/U: 1"
REVEGO UNO,801P500E.R3POCKET R   EV1,04137959,1,"1077,21",1,"4428,819",33,9009494950618,"REVEGO uno, Prowadnica kieszeniowa Zestaw, dł.=500 mm, p.+Aluminium*P/U: 1"
REVEGO UNO,801P600E.L3POCKET L   EV1,07256778,1,"1114,27",1,"4836,024",33,9009494950175,"REVEGO uno, Prowadnica kieszeniowa Zestaw, dł.=600 mm, l.+Aluminium*P/U: 1"
REVEGO UNO,801P600E.R3POCKET R   EV1,09897319,1,"1114,27",1,"4980,179",33,9009494950625,"REVEGO uno, Prowadnica kieszeniowa Zestaw, dł.=600 mm, p.+Aluminium*P/U: 1"
REVEGO UNO,801P700E.L3POCKET L   EV1,03949888,1,"1151,33",1,"5402,932",22,9009494950182,"REVEGO uno, Prowadnica kieszeniowa Zestaw, dł.=700 mm, l.+Aluminium*P/U: 1"
REVEGO UNO,801P700E.R3POCKET R   EV1,07639074,1,"1151,33",1,"5400,877",22,9009494950632,"REVEGO uno, Prowadnica kieszeniowa Zestaw, dł.=700 mm, p.+Aluminium*P/U: 1"
REVEGO UNO,801P800E.L3POCKET L   EV1,07428792,1,"1188,39",1,"5808,142",22,9009494950199,"REVEGO uno, Prowadnica kieszeniowa Zestaw, dł.=800 mm, l.+Aluminium*P/U: 1"
REVEGO UNO,801P800E.R3POCKET R   EV1,05607696,1,"1188,39",1,"5806,087",22,9009494950649,"REVEGO uno, Prowadnica kieszeniowa Zestaw, dł.=800 mm, p.+Aluminium*P/U: 1"
REVEGO UNO,801V705B.L3P-VERB       S,03536801,1,"131,92",1,"904,437",594,9010891027926,"REVEGO uno, Łącznik kieszeni Zestaw, do Grubość boku kieszeni 15 do 19 mm, l.+czarny*P/U: 1"
REVEGO UNO,801V705B.R3P-VERB       S,04252088,1,"131,92",1,"899,917",594,9010891027919,"REVEGO uno, Łącznik kieszeni Zestaw, do Grubość boku kieszeni 15 do 19 mm, p.+czarny*P/U: 1"
REVEGO DUO,802T1140.L3ST       L  ZN,02998080,1,"3544,50",1,"20539,064",44,9009494989427,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1142–1356 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T1140.R3ST       R  ZN,05933569,1,"3544,50",1,"20538,804",44,9009494989748,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1142–1356 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802T1350.L3ST       L  ZN,08801009,1,"3588,91",1,"21679,54",44,9009494989434,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1357–1506 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T1350.R3ST       R  ZN,08134689,1,"3588,91",1,"21679,28",44,9009494989755,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1357–1506 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802T1500.L3ST       L  ZN,02551079,1,"3645,40",1,"15800,4",44,9009494989441,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1507–1656 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T1500.R3ST       R  ZN,03347795,1,"3645,40",1,"15800,14",44,9009494989762,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1507–1656 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802T1650.L3ST       L  ZN,02967762,1,"3673,66",1,"16402,356",44,9009494989458,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1657–1806 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T1650.R3ST       R  ZN,04347113,1,"3673,66",1,"16402,096",44,9009494989779,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1657–1806 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802T1800.L3ST       L  ZN,06876056,1,"3701,92",1,"17340,617",44,9009494989465,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1807–1956 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T1800.R3ST       R  ZN,01032804,1,"3701,92",1,"17340,357",44,9009494989786,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1807–1956 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802T1950.L3ST       L  ZN,02396828,1,"3730,18",1,"17923,633",44,9009494989472,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1957–2106 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T1950.R3ST       R  ZN,04084373,1,"3730,18",1,"17923,373",44,9009494989793,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 1957–2106 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802T2100.L3ST       L  ZN,05948816,1,"3774,55",1,"18514,271",44,9009494989489,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2107–2256 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T2100.R3ST       R  ZN,05541086,1,"3774,55",1,"18514,011",44,9009494990003,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2107–2256 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802T2250.L3ST       L  ZN,02760597,1,"3814,12",1,"19595,969",44,9009494989496,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2257–2406 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T2250.R3ST       R  ZN,01855545,1,"3814,12",1,"19595,709",44,9009494990010,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2257–2406 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802T2400.L3ST       L  ZN,09564330,1,"3842,38",1,"20169,083",44,9009494989700,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2407–2556 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T2400.R3ST       R  ZN,01793139,1,"3842,38",1,"20168,823",44,9009494990027,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2407–2556 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802T2550.L3ST       L  ZN,02177543,1,"3876,30",1,"27946,391",44,9009494989717,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2557–2706 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T2550.R3ST       R  ZN,08671392,1,"3876,30",1,"27946,131",44,9009494990034,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2557–2706 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802T2700.L3ST       L  ZN,03171374,1,"3914,93",1,"22004,569",44,9009494989724,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2707–2856 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T2700.R3ST       R  ZN,08698089,1,"3914,93",1,"22004,309",44,9009494990041,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2707–2856 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802T2850.L3ST       L  ZN,01530661,1,"3943,19",1,"22577,685",44,9009494989731,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2857–2999 mm, l.+cynkowana*P/U: 1"
REVEGO DUO,802T2850.R3ST       R  ZN,02427336,1,"3943,19",1,"22577,425",44,9009494990058,"REVEGO duo, Listwa synchronizacyjna zawiasów Zestaw, do Wysokość kieszeni 2857–2999 mm, p.+cynkowana*P/U: 1"
REVEGO DUO,802P450D.L3POCKET L   EV1,02321977,1,"861,05",1,"4269,709",33,9009494955767,"REVEGO duo, Prowadnica kieszeniowa Zestaw, dł.=450 mm, l.+Aluminium*P/U: 1"
REVEGO DUO,802P450D.R3POCKET R   EV1,02059638,1,"861,05",1,"4271,764",33,9009494956610,"REVEGO duo, Prowadnica kieszeniowa Zestaw, dł.=450 mm, p.+Aluminium*P/U: 1"
REVEGO DUO,802P525D.L3POCKET L   EV1,07199374,1,"901,30",1,"4639,413",33,9009494955774,"REVEGO duo, Prowadnica kieszeniowa Zestaw, dł.=525 mm, l.+Aluminium*P/U: 1"
REVEGO DUO,802P525D.R3POCKET R   EV1,06783825,1,"901,30",1,"4641,468",33,9009494956627,"REVEGO duo, Prowadnica kieszeniowa Zestaw, dł.=525 mm, p.+Aluminium*P/U: 1"
REVEGO DUO,802P600D.L3POCKET L   EV1,04087929,1,"941,59",1,"4997,683",33,9009494955781,"REVEGO duo, Prowadnica kieszeniowa Zestaw, dł.=600 mm, l.+Aluminium*P/U: 1"
REVEGO DUO,802P600D.R3POCKET R   EV1,04509276,1,"941,59",1,"5391,678",33,9009494956634,"REVEGO duo, Prowadnica kieszeniowa Zestaw, dł.=600 mm, p.+Aluminium*P/U: 1"
REVEGO DUO,802P675D.L3POCKET L   EV1,03357740,1,"981,84",1,"5497,691",22,9009494955798,"REVEGO duo, Prowadnica kieszeniowa Zestaw, dł.=675 mm, l.+Aluminium*P/U: 1"
REVEGO DUO,802P675D.R3POCKET R   EV1,09857367,1,"981,84",1,"5499,746",22,9009494956641,"REVEGO duo, Prowadnica kieszeniowa Zestaw, dł.=675 mm, p.+Aluminium*P/U: 1"
REVEGO DUO,802P750D.L3POCKET L   EV1,03265695,1,"1022,08",1,"5865,961",22,9009494956603,"REVEGO duo, Prowadnica kieszeniowa Zestaw, dł.=750 mm, l.+Aluminium*P/U: 1"
REVEGO DUO,802P750D.R3POCKET R   EV1,04408223,1,"1022,08",1,"6043,836",22,9009494956658,"REVEGO duo, Prowadnica kieszeniowa Zestaw, dł.=750 mm, p.+Aluminium*P/U: 1"
REVEGO DUO,802V760B.L3P-VERB       S,04460098,1,"174,72",1,"1468,887",378,9010891027988,"REVEGO duo, Łącznik kieszeni Zestaw, do Grubość boku kieszeni 15 do 17 mm, l.+czarny*P/U: 1"
REVEGO DUO,802V760B.R3P-VERB       S,02518689,1,"174,72",1,"1472,214",378,9010891027971,"REVEGO duo, Łącznik kieszeni Zestaw, do Grubość boku kieszeni 15 do 17 mm, p.+czarny*P/U: 1"
REVEGO DUO,802V780B.L3P-VERB       S,05256869,1,"174,72",1,"1465,021",378,9010891028008,"REVEGO duo, Łącznik kieszeni Zestaw, do Grubość boku kieszeni 18 do 19 mm, l.+czarny*P/U: 1"
REVEGO DUO,802V780B.R3P-VERB       S,01481374,1,"174,72",1,"1464,62",378,9010891027995,"REVEGO duo, Łącznik kieszeni Zestaw, do Grubość boku kieszeni 18 do 19 mm, p.+czarny*P/U: 1"
REVEGO DUO,802L1050DL3LT       L   S,04926964,1,"1820,32",1,"6340,938",44,9009494961010,"REVEGO duo, Szyna Zestaw, do szerokość wewnętrzna rozwiązania: 1050 mm, l.+czarny*P/U: 1"
REVEGO DUO,802L1050DR3LT       R   S,05406447,1,"1820,32",1,"6341,258",44,9009494961058,"REVEGO duo, Szyna Zestaw, do szerokość wewnętrzna rozwiązania: 1050 mm, p.+czarny*P/U: 1"
REVEGO DUO,802L1200DL3LT       L   S,04326324,1,"1867,45",1,"6946,958",44,9009494961027,"REVEGO duo, Szyna Zestaw, do szerokość wewnętrzna rozwiązania: 1200 mm, l.+czarny*P/U: 1"
REVEGO DUO,802L1200DR3LT       R   S,07955902,1,"1867,45",1,"6947,278",44,9009494961065,"REVEGO duo, Szyna Zestaw, do szerokość wewnętrzna rozwiązania: 1200 mm, p.+czarny*P/U: 1"
REVEGO DUO,802L1250DL3LT       L   S,05953160,1,"1883,13",1,"7149,298",44,9009494961034,"REVEGO duo, Szyna Zestaw, do szerokość wewnętrzna rozwiązania: 1250 mm, l.+czarny*P/U: 1"
REVEGO DUO,802L1250DR3LT       R   S,07886762,1,"1883,13",1,"7149,618",44,9009494961072,"REVEGO duo, Szyna Zestaw, do szerokość wewnętrzna rozwiązania: 1250 mm, p.+czarny*P/U: 1"
REVEGO DUO,802L1350DL3LT       L   S,08311366,1,"1914,54",1,"7552,978",44,9009494961041,"REVEGO duo, Szyna Zestaw, do szerokość wewnętrzna rozwiązania: 1350 mm, l.+czarny*P/U: 1"
REVEGO DUO,802L1350DR3LT       R   S,09507910,1,"1914,54",1,"7553,298",44,9009494961089,"REVEGO duo, Szyna Zestaw, do szerokość wewnętrzna rozwiązania: 1350 mm, p.+czarny*P/U: 1"
REVEGO DUO,802M0004.03DT 2X        S,05441409,1,"280,25",1,"1546,228",220,9009494959048,"REVEGO duo, zestaw montażowy do połączenia dwóch podwójnych drzwi+czarny*P/U: 1"
REVEGO DUO,802M6003.L3ET+DT    L   S,01112857,1,"864,71",1,"4631,284",44,9009494958751,"REVEGO duo, Przedłużenie szyny Zestaw, długość: 542 mm, do szerokość wewnętrzna rozwiązania: 600 mm, l.+czarny*P/U: 1"
REVEGO DUO,802M6003.R3ET+DT    R   S,01680742,1,"864,71",1,"4631,641",44,9009494958782,"REVEGO duo, Zestaw montażowy, do połączenia drzwi pojedynczych i podwójnych, do szerokość wewnętrzna rozwiązania Pojedyncze drzwi: 600 mm, p.+czarny*P/U: 1"
REVEGO DUO,802M7003.L3ET+DT    L   S,08928649,1,"896,11",1,"5035,964",44,9009494958768,"REVEGO duo, Przedłużenie szyny Zestaw, długość: 642 mm, do szerokość wewnętrzna rozwiązania: 700 mm, l.+czarny*P/U: 1"
REVEGO DUO,802M7003.R3ET+DT    R   S,09685043,1,"896,11",1,"5036,321",44,9009494958799,"REVEGO duo, Przedłużenie szyny Zestaw, długość: 642 mm, do szerokość wewnętrzna rozwiązania: 700 mm, p.+czarny*P/U: 1"
REVEGO DUO,802M8003.L3ET+DT    L   S,07770687,1,"927,52",1,"4169,644",44,9009494958775,"REVEGO duo, Przedłużenie szyny Zestaw, długość: 742 mm, do szerokość wewnętrzna rozwiązania: 800 mm, l.+czarny*P/U: 1"
REVEGO DUO,802M8003.R3ET+DT    R   S,01218629,1,"927,52",1,"4170,001",44,9009494959000,"REVEGO duo, Przedłużenie szyny Zestaw, długość: 742 mm, do szerokość wewnętrzna rozwiązania: 800 mm, p.+czarny*P/U: 1"
