Cennik blum - LISTOPAD 2025,,,,,,,,,
przy kursie 1 EUR =  4.25 PLN,,,,,,,,,
,,,,,,,,,
"Podane ceny mają wyłącznie charakter rekomendacji i nie są w żaden sposób wiążące dla kontrahentów, którzy posiadają swobodę w kształtowaniu swojej polityki cenowej.",,,,,,,,,
Przy zawieraniu i realizacji umów sprzedaży między Blum a Kupującym stosuje się Ogólne Warunki Handlowe Blum dostępne pod adresem http://www.blum.com,,,,,,,,,
,,,,,,,,,
Grupa,Symbol,Numer identyfikacyjny,Cena za,Cena PLN za 1 szt.,Min. Zamówienie,Waga [kg] za 1000 szt.,ilość na palecie [szt],Kod EAN,Opis produktu
CLIP profile/thick door, 70T9550.TLMB     V50  NI,07655043,1,"6,38",50,"70,928",6 000,9002617694031,"CLIP top zawias do drzwi profil. 95°, Drzwi nakładane, bez sprężyny,     puszka: na wkręty+niklowany*P/U: 50/250"
CLIP profile/thick door, 70T9550.TLMB     V50 ONS,07387474,1,"7,48",50,"71,428",6 000,9009494202663,"CLIP top zawias do drzwi profil. 95°, Drzwi nakładane, bez sprężyny,     puszka: na wkręty+czarny*P/U: 50/250"
CLIP profile/thick door, 70T9580.TLMB     V50 ONS,09136174,1,"7,82",250,"74,168",6 000,9009494202670,"CLIP top zawias do drzwi profil. 95°, Drzwi nakładane, bez sprężyny,     puszka: wciskana+czarny*P/U: 50/250"
CLIP profile/thick door, 70T9590BTLMB     V50 ONS,07455191,1,"9,78",250,"96,909",3 000,9009494202656,"CLIP top zawias do drzwi profil. 95°, Drzwi nakładane, bez sprężyny,     puszka: INSERTA+czarny*P/U: 50/250"
CLIP profile/thick door, 70T9650.TLMB     V50  NI,07655393,1,"7,10",250,"72,998",6 000,9002617694062,"CLIP top zawias do drzwi profil. 95°, Drzwi bliźniacze, bez sprężyny,     puszka: na wkręty+niklowany*P/U: 50/250"
CLIP profile/thick door, 70T9650.TLMB     V50 ONS,02229405,1,"8,20",250,"73,498",6 000,9009494217049,"CLIP top zawias do drzwi profil. 95°, Drzwi bliźniacze, bez sprężyny,     puszka: na wkręty+czarny*P/U: 50/250"
CLIP profile/thick door, 70T9690BTLMB     V50 ONS,08555317,1,"10,50",50,"98,979",3 000,9009494217070,"CLIP top zawias do drzwi profil. 95°, Drzwi bliźniacze, bez sprężyny,     puszka: INSERTA+czarny*P/U: 50/250"
CLIP profile/thick door, 70T9750.TLMB     V50  NI,07655473,1,"7,23",50,"74,428",6 000,9002617694079,"CLIP top zawias do drzwi profil. 95°, Drzwi wpuszczane, bez sprężyny,     puszka: na wkręty+niklowany*P/U: 50/250"
CLIP profile/thick door, 70T9750.TLMB     V50 ONS,04173577,1,"8,33",50,"74,928",6 000,9009494217056,"CLIP top zawias do drzwi profil. 95°, Drzwi wpuszczane, bez sprężyny,     puszka: na wkręty+czarny*P/U: 50/250"
CLIP profile/thick door, 70T9790BTLMB     V50 ONS,01448663,1,"10,63",50,"100,722",3 000,9009494217063,"CLIP top zawias do drzwi profil. 95°, Drzwi wpuszczane, bez sprężyny,     puszka: INSERTA+czarny*P/U: 50/250"
CLIP profile/thick door, 71T9550   MB    V250  NI,03805303,1,"6,08",250,"69,747",8 000,9002617451153,"CLIP top zawias do drzwi profil. 95°, Drzwi nakładane, puszka: na     wkręty+niklowany*P/U: 250"
CLIP profile/thick door, 71T9580   MB    V250  NI,03805563,1,"6,42",250,"72,487",8 000,9002617451177,"CLIP top zawias do drzwi profil. 95°, Drzwi nakładane, puszka:     wciskana+niklowany*P/U: 250"
CLIP profile/thick door, 71T9590B  MB    V250  NI,06914383,1,"8,37",250,"94,881",4 500,9002617648096,"CLIP top zawias do drzwi profil. 95°, Drzwi nakładane, puszka:     INSERTA+niklowany*P/U: 250"
CLIP profile/thick door, 71T9650   MB     V50  NI,03805993,1,"7,10",50,"75,77",6 000,9002617451207,"CLIP top zawias do drzwi profil. 95°, Drzwi bliźniacze, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP profile/thick door, 71T9680   MB     V50  NI,03806003,1,"7,40",2 000,"78,51",6 000,9002617451214,"CLIP top zawias do drzwi profil. 95°, Drzwi bliźniacze, puszka:     wciskana+niklowany*P/U: 50/250"
CLIP profile/thick door, 71T9690B  MB     V50  NI,06919773,1,"9,35",250,"101,751",3 000,9002617648102,"CLIP top zawias do drzwi profil. 95°, Drzwi bliźniacze, puszka:     INSERTA+niklowany*P/U: 50/250"
CLIP profile/thick door, 71T9750   MB     V50  NI,03806373,1,"7,23",50,"77,2",6 000,9002617451252,"CLIP top zawias do drzwi profil. 95°, Drzwi wpuszczane, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 78T3558   MB45+  V50  NI,08963920,1,"9,27",50,"79,91",3 000,9009494889437,"CLIP top zawias kątowy 45° II, Nakładany, bez sprężyny, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B3558   MB45+  V50  NI,09349093,1,"15,47",50,"89,265",3 000,9002617794656,"CLIP top BLUMOTION zawias kątowy 45° II, Nakładany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B3558   MB45+  V50 ONS,04245062,1,"16,62",1,"89,265",3 000,9009494505269 ,"CLIP top BLUMOTION zawias kątowy 45° II, Nakładany, puszka: na     wkręty+czarny*P/U: 50/250"
CLIP angled, 79B3598   MB45+  V50  NI,09349163,1,"17,77",50,"100,918",3 000,9002617794663,"CLIP top BLUMOTION zawias kątowy 45° II, Nakładany, puszka:     INSERTA+niklowany*P/U: 50/250"
CLIP angled, 78T3450   MB45-  V50  NI,06720779,1,"9,27",1,"69,48",6 000,9009494890150,"CLIP top zawias kątowy -45° III, max. nakładany, bez sprężyny, puszka:     na wkręty+niklowany*P/U: 50/250"
CLIP angled, 78T3451   MB30-  V50  NI,02620120,1,"9,27",1,"68,23",6 000,9009494890136,"CLIP top zawias kątowy -30° III, max. nakładany, bez sprężyny, puszka:     na wkręty+niklowany*P/U: 50/250"
CLIP angled, 78T3453   MB15-  V50  NI,02730039,1,"9,27",1,"69,08",6 000,9009494889987,"CLIP top zawias kątowy -15° III, max. nakładany, bez sprężyny, puszka:     na wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B3450   MB45-  V50  NI,09347253,1,"15,47",50,"78,605",6 000,9002617794472,"CLIP top BLUMOTION zawias kątowy -45° III, max. nakładany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B3451   MB30-  V50  NI,09347493,1,"15,47",50,"77,435",6 000,9002617794496,"CLIP top BLUMOTION zawias kątowy -30° III, max. nakładany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B3453   MB15-  V50  NI,09347633,1,"15,47",50,"76,835",6 000,9009494889437,"CLIP top BLUMOTION zawias kątowy -15° III, max. nakładany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B3490   MB45-  V50  NI,09347323,1,"17,77",50,"92,488",3 000,9002617794489,"CLIP top BLUMOTION zawias kątowy -45° III, max. nakładany, puszka:     INSERTA+niklowany*P/U: 50/250"
CLIP angled, 79B9454   MB15+  V50  NI,09347873,1,"15,47",50,"79,091",6 000,9002617794533,"CLIP top BLUMOTION zawias kątowy 15° III, max. nakładany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B9456   MB30+  V50  NI,09348243,1,"15,47",50,"78,931",6 000,9002617794571,"CLIP top BLUMOTION zawias kątowy 30° III, max. nakładany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B9458   MB45+  V50  NI,09348623,1,"15,47",50,"80,351",6 000,9002617794618,"CLIP top BLUMOTION zawias kątowy 45° III, max. nakładany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B9496   MB30+  V50  NI,09348313,1,"17,77",50,"92,311",3 000,9002617794588,"CLIP top BLUMOTION zawias kątowy 30° III, max. nakładany, puszka:     INSERTA+niklowany*P/U: 50/250"
CLIP angled, 79B9555   MB20+  V50  NI,09348003,1,"15,47",50,"80,101",6 000,9002617794557,"CLIP top BLUMOTION zawias kątowy 20° II, Nakładany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B9556   MB30+  V50  NI,09348483,1,"15,47",50,"81,431",6 000,9002617794595,"CLIP top BLUMOTION zawias kątowy 30° II, Nakładany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B9595   MB20+  V50  NI,09348173,1,"17,77",50,"93,481",3 000,9002617794564,"CLIP top BLUMOTION zawias kątowy 20° II, Nakładany, puszka:     INSERTA+niklowany*P/U: 50/250"
CLIP angled, 79B9596   MB30+  V50  NI,09348553,1,"17,77",50,"95,124",3 000,9002617794601,"CLIP top BLUMOTION zawias kątowy 30° II, Nakładany, puszka:     INSERTA+niklowany*P/U: 50/250"
CLIP angled,79B9658   MB45+  V50 ONS,07653113,1,"16,62",1,"88,427",3 000,9009494529746 ,"CLIP top BLUMOTION zawias kątowy 45° I, częściowo nakładany, puszka: na     wkręty+czarny*P/U: 50/250"
CLIP angled, 79B9658   MB45+  V50  NI,09348933,1,"15,47",50,"85,661",3 000,9002617794632,"CLIP top BLUMOTION zawias kątowy 45° I, częściowo nakładany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 79B9698   MB45+  V50  NI,09351113,1,"17,77",50,"97,124",3 000,9002617794649,"CLIP top BLUMOTION zawias kątowy 45° I, częściowo nakładany, puszka:     INSERTA+niklowany*P/U: 50/250"
CLIP angled, 78A9458.T MB45+  V50  NI,07658733,1,"9,27",1,"75,448",6 000,9002617696196,"CLIP top zawias kątowy 45° III, max. nakładany, bez sprężyny, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 78A9555.T MB20+  V50  NI,07655803,1,"9,27",1,"75,198",6 000,9002617694154,"CLIP top zawias kątowy 20° II, Nakładany, bez sprężyny, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 78A9556.T MB30+  V50  NI,07655983,1,"9,27",1,"76,528",6 000,9002617694192,"CLIP top zawias kątowy 30° II, Nakładany, bez sprężyny, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP angled, 78A9658.T MB45+  V50  NI,07656103,1,"9,27",1,"80,758",3 000,9002617694222,"CLIP top zawias kątowy 45° I, częściowo nakładany, bez sprężyny, puszka:     na wkręty+niklowany*P/U: 50/250"
CLIP blind corner, 78T9550.83MB     V50  NI,05027755,1,"9,01",50,"82,547",3 000,9009494430936,"CLIP top zawias do drzwi równoległych 83°, Wpuszczany, bez sprężyny,     puszka: na wkręty+niklowany*P/U: 50/250"
CLIP blind corner, 78T9550.TLMB     V50  NI,07655553,1,"8,03",50,"82,078",3 000,9002617694086,"CLIP top zawias do drzwi równoległych 95°, Wpuszczany, bez sprężyny,     puszka: na wkręty+niklowany*P/U: 50/250"
CLIP blind corner, 79T9550   MB     V50  NI,03809633,1,"8,03",50,"84,85",3 000,9002617451993,"CLIP top zawias do drzwi równoległych 95°, Wpuszczany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP blind corner, 79T9580   MB     V50  NI,03809803,1,"8,37",50,"87,559",3 000,9002617452006,"CLIP top zawias do drzwi równoległych 95°, Wpuszczany, puszka:     wciskana+niklowany*P/U: 50/250"
CLIP blind corner, 79T9590B  MB     V50  NI,06914543,1,"10,33",50,"108,914",3 000,9002617648126,"CLIP top zawias do drzwi równoległych 95°, Wpuszczany, puszka:     INSERTA+niklowany*P/U: 50/250"
CLIP blind corner, 79T9950.37MB     V50  NI,05888233,1,"16,66",50,"90,83",3 000,9002617581515,"CLIP top zawias do drzwi równoległych 95°, Nakładany, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP blind corner, 79B9550.83MB     V50  NI,07874614,1,"15,47",50,"87,451",3 000,9009494430929,"CLIP top BLUMOTION zawias do drzwi równoległych 83°, Wpuszczany, puszka:     na wkręty+niklowany*P/U: 50/250"
CLIP blind corner, 79B9550   MB     V50  NI,09350503,1,"14,49",50,"86,981",3 000,9002617794403,"CLIP top BLUMOTION zawias do drzwi równoległych 95°, Wpuszczany, puszka:     na wkręty+niklowany*P/U: 50/250"
CLIP blind corner, 79B9550   MB     V50 ONS,04282731,1,"15,60",50,"86,971",3 000,9009494216912,"CLIP top BLUMOTION zawias do drzwi równoległych 95°, Wpuszczany, puszka:     na wkręty+czarny*P/U: 50/250"
CLIP blind corner, 79B9580   MB     V50  NI,09350673,1,"14,83",50,"89,587",3 000,9002617794410,"CLIP top BLUMOTION zawias do drzwi równoległych 95°, Wpuszczany, puszka:     wciskana+niklowany*P/U: 50/250"
CLIP blind corner, 79B9580   MB     V50 ONS,08239775,1,"15,94",50,"89,577",3 000,9009494203004,"CLIP top BLUMOTION zawias do drzwi równoległych 95°, Wpuszczany, puszka:     wciskana+czarny*P/U: 50/250"
CLIP blind corner, 79B9590   MB     V50  NI,09350743,1,"16,79",50,"98,444",3 000,9002617794427,"CLIP top BLUMOTION zawias do drzwi równoległych 95°, Wpuszczany, puszka:     INSERTA+niklowany*P/U: 50/250"
CLIP blind corner, 79B9590   MB     V50 ONS,02716755,1,"17,89",50,"98,476",3 000,9009494216929,"CLIP top BLUMOTION zawias do drzwi równoległych 95°, Wpuszczany, puszka:     INSERTA+czarny*P/U: 50/250"
CLIP blind corner, 79B9950   MB     V50  NI,05439828,1,"22,53",50,"92,995",3 000,9002617844832,"CLIP top BLUMOTION zawias do drzwi równoległych 95°, Nakładany, puszka:     na wkręty+niklowany*P/U: 50/250"
CLIP bi-fold, 79T8500   MB     V25  NI,06466533,1,"13,47",25,"108,56",4 500,9002617622263,"CLIP top zawias do drzwi składanych 60°, puszka: na     wkręty+niklowany*P/U: 25/125"
CLIP bi-fold, 79T8500   MB     V25 ONS,02122894,1,"14,58",25,"108,56",4 500,9009494504606,"CLIP top zawias do drzwi składanych 60°, puszka: na wkręty+czarny*P/U:     25/125"
CLIP mini/glass door, 75T4100   GT-MB  V50S/NI,06458437,1,"9,86",50,"56,612",9 000,9002617622218,"CLIP top zawias do drzwi szklanych 94°, Drzwi nakładane, puszka: na     wkręty+czarna/niklowana*P/U: 50/250"
CLIP mini/glass door, 75T4200   GT-MB  V50S/NI,06458607,1,"10,46",50,"57,372",9 000,9002617622225,"CLIP top zawias do drzwi szklanych 94°, Drzwi bliźniacze, puszka: na     wkręty+czarna/niklowana*P/U: 50/250"
CLIP mini/glass door, 75T4300   GT-MB  V50S/NI,06458787,1,"10,50",50,"58,612",9 000,9002617622232,"CLIP top zawias do drzwi szklanych 94°, Drzwi wpuszczane, puszka: na     wkręty+czarna/niklowana*P/U: 50/250"
CLIP mini/glass door, 71T0550   MB     V50  NI,06457893,1,"9,86",50,"62,582",9 000,9002617622157,"CLIP top zawias mini 94°, Drzwi nakładane, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP mini/glass door, 71T0650   MB     V50  NI,06457973,1,"10,46",50,"63,342",9 000,9002617622164,"CLIP top zawias mini 94°, Drzwi bliźniacze, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP mini/glass door, 71T0750   MB     V50  NI,06458003,1,"10,50",50,"66,209",6 000,9002617622171,"CLIP top zawias mini 94°, Drzwi wpuszczane, puszka: na     wkręty+niklowany*P/U: 50/250"
CLIP CRISTALLO/thin door, 70T4500CTLGT-MB V125  NI,02094023,1,"21,29",125,"144,209",4 000,9009494295764,"CLIP top Drzwi szklane CRISTALLO 110°, Drzwi nakładane, bez sprężyny,     puszka: na klej+niklowany*P/U: 125"
CLIP CRISTALLO/thin door, 71T4500C  GT-MB V125  NI,09646563,1,"21,29",125,"152,683",4 500,9009494295757,"CLIP top Drzwi szklane CRISTALLO 110°, Drzwi nakładane, puszka: na     klej+niklowany*P/U: 125"
CLIP CRISTALLO/thin door, 70T453T.TLMB     V25  NI,06273928,1,"33,79",1,"142,858",3 000,9009494308006,"CLIP top Zawias do cienkich drzwi 110°, Drzwi nakładane, bez sprężyny,     puszka: EXPANDO T+niklowany*P/U: 25/125"
CLIP CRISTALLO/thin door, 71T453T   MB     V25  NI,01524002,1,"33,79",25,"152,32",3 000,9009494307887,"CLIP top Zawias do cienkich drzwi 110°, Drzwi nakładane, puszka: EXPANDO     T+niklowany*P/U: 25/125"
CLIP CRISTALLO/thin door, 71B453T   MB    V125  NI,07021363,1,"39,44",1,"149,149",4 000,9009494307849,"CLIP top BLUMOTION Zawias do cienkich drzwi 110°, puszka: EXPANDO     T+niklowany*P/U: 125"
CLIP CRISTALLO/thin door, 71B453T   MB     V25 ONS,05740545,1,"43,39",1,"157,092",3 000,9009494307863,"CLIP top BLUMOTION Zawias do cienkich drzwi 110°, Drzwi nakładane,     puszka: EXPANDO T+czarny*P/U: 25/125"
CLIP CRISTALLO/thin door, 70T4568C  TOPFPL 500SANI,01223947,1,"3,36",500,"23,072",30 000,9009494300451,"Płytka puszki CRISTALLO, na klej, prostokątna, do Lustro+specjalnie     niklowana*P/U: 500"
CLIP CRISTALLO/thin door, 70T4568C  TOPFPL V25SMNI,02794923,1,"14,45",25,"24,085",9 000,9009494300444,"Płytka puszki CRISTALLO, na klej, prostokątna, do szkło /     lustro+piaskowo-złota+mat. nikl.*P/U: 25/125"
CLIP CRISTALLO/thin door, 71B4500C  GT-MB V125  NI,02650369,1,"27,24",125,"157,455",4 500,9009494295740,"CLIP top BLUMOTION Drzwi szklane CRISTALLO 110°, Drzwi nakładane,     puszka: na klej+niklowany*P/U: 125"
CLIP CRISTALLO/thin door, 71B4500C  GT-MB  V25 ONS,02822601,1,"31,15",25,"163,149",4 500,9009494302912,"CLIP top BLUMOTION Drzwi szklane CRISTALLO 110°, Drzwi nakładane,     puszka: na klej+czarny*P/U: 25/125"
CLIP aluminium frame door, 71B950A   MB     V50  NI,09350813,1,"19,08",50,"94,665",6 000,9002617794434,"CLIP top BLUMOTION zawias do ram alumin. 95°, Drzwi nakładane, puszka:     na wkręty+niklowany*P/U: 50/250"
CLIP aluminium frame door, 71B960A   MB     V50  NI,09350983,1,"19,81",50,"98,965",3 000,9002617794458,"CLIP top BLUMOTION zawias do ram alumin. 95°, Drzwi bliźniacze, puszka:     na wkręty+niklowany*P/U: 50/250"
CLIP aluminium frame door, 71B970A   MB     V50  NI,09351043,1,"19,93",50,"100,395",3 000,9002617794465,"CLIP top BLUMOTION zawias do ram alumin. 95°, Drzwi wpuszczane, puszka:     na wkręty+niklowany*P/U: 50/250"
CLIP aluminium frame door, 72T550A.TLMB     V50  NI,07655633,1,"8,16",50,"71,971",6 000,9002617694116,"CLIP top zawias do ram alumin. 120°, Drzwi nakładane, bez sprężyny,     puszka: na wkręty+niklowany*P/U: 50/250"
CLIP aluminium frame door, 70T950A.TLMB     V50  NI,05948803,1,"9,01",50,"70,507",6 000,9002617585353,"CLIP top zawias do ram alumin. 95°, Drzwi nakładane, bez sprężyny,     puszka: na wkręty+niklowany*P/U: 50/250"
CLIP aluminium frame door, 70T950A.TLMB     V50 ONS,05137376,1,"10,12",50,"70,507",6 000,9009494529708,"CLIP top zawias do ram alumin. 95°, Drzwi nakładane, bez sprężyny,     puszka: na wkręty, (zawias zamknięty)+czarny*P/U: 50/250"
CLIP aluminium frame door, 71T950A.22MB     V50  NI,04548273,1,"13,56",250,"73,999",6 000,9002617541298,"CLIP top zawias do ram alumin. 95°, Drzwi nakładane, puszka: na zacisk,     (zawias zamknięty)+niklowany*P/U: 50/250"
CLIP aluminium frame door, 71T950AB  MB     V50  NI,06876433,1,"11,73",50,"95,922",6 000,9002617646221,"CLIP top zawias do ram alumin. 95°, Drzwi nakładane, puszka: na wkręty,     (zawias zamknięty)+niklowany*P/U: 50/250"
CLIP aluminium frame door, 71T950A   MB    V250  NI,06248543,1,"8,71",250,"68,805",9 000,9002617603309,"CLIP top zawias do ram alumin. 95°, Drzwi nakładane, puszka: na wkręty,     (zawias zamknięty)+niklowany*P/U: 250"
CLIP aluminium frame door, 71T950A   MB     V50  NI,03810053,1,"9,01",50,"73,279",6 000,9002617452020,"CLIP top zawias do ram alumin. 95°, Drzwi nakładane, puszka: na wkręty,     (zawias zamknięty)+niklowany*P/U: 50/250"
CLIP aluminium frame door, 71T950A   MB     V50 ONS,01488410,1,"10,12",50,"73,279",6 000,9009494217032,"CLIP top zawias do ram alumin. 95°, Drzwi nakładane, puszka: na wkręty,     (zawias zamknięty)+czarny*P/U: 50/250"
CLIP aluminium frame door, 71T960A   MB     V50  NI,03810133,1,"9,73",50,"75,349",6 000,9002617452044,"CLIP top zawias do ram alumin. 95°, Drzwi bliźniacze, puszka: na wkręty,     (zawias zamknięty)+niklowany*P/U: 50/250"
CLIP aluminium frame door, 71T960A   MB     V50 ONS,05465325,1,"10,84",50,"75,349",6 000,9009494529661,"CLIP top zawias do ram alumin. 95°, Drzwi bliźniacze, puszka: na wkręty,     (zawias zamknięty)+czarny*P/U: 50/250"
CLIP aluminium frame door, 71T970A   MB     V50  NI,03810303,1,"9,86",50,"76,779",6 000,9002617452051,"CLIP top zawias do ram alumin. 95°, Drzwi wpuszczane, puszka: na wkręty,     (zawias zamknięty)+niklowany*P/U: 50/250"
CLIP aluminium frame door, 71T970A   MB     V50 ONS,03262034,1,"10,97",50,"76,779",6 000,9009494529678,"CLIP top zawias do ram alumin. 95°, Drzwi wpuszczane, puszka: na wkręty,     (zawias zamknięty)+czarny*P/U: 50/250"
CLIP mounting plates,173H7100   MPL   V500  NI,08748653,1,"1,74",500,"26,441",36 000,9009494470611,"CLIP prowadnik, krzyżakowy, 0 mm, Stal, Wkręty, RW:     mimośród+niklowany*P/U: 500"
CLIP mounting plates,173H7100   MPL   V500 ONS,02509289,1,"2,04",500,"26,441",36 000,9009494340556,"CLIP prowadnik, krzyżakowy, 0 mm, Stal, Wkręty, RW: mimośród+czarny*P/U:     500"
CLIP mounting plates,173H7130   MPL    V50  NI,02364103,1,"2,00",50,"31,188",18 000,9002617363241,"CLIP prowadnik, krzyżakowy, 3 mm, Stal, Wkręty, RW:     mimośród+niklowany*P/U: 50/500"
CLIP mounting plates,174H7100E  DUEPL V500  NI,09340977,1,"2,13",500,"31,168",20 000,9009494470727,"CLIP prowadnik, krzyżakowy, 0 mm, Stal, EXPANDO (zamont. specj. wkręty z     kołkiem rozporowym), RW: mimośród+niklowany*P/U: 500"
CLIP mounting plates,174H7100E  DUEPL V500 ONS,08079515,1,"2,42",500,"31,149",20 000,9009494290639,"CLIP prowadnik, krzyżakowy, 0 mm, Stal, EXPANDO (zamont. specj. wkręty z     kołkiem rozporowym), RW: mimośród+czarny*P/U: 500"
CLIP mounting plates,174H7100I  DUEPL V250  NI,02849563,1,"3,57",250,"42,795",9 000,9002617390186,"CLIP prowadnik, krzyżakowy, 0 mm, Stal, INSERTA, RW:     mimośród+niklowany*P/U: 250"
CLIP mounting plates,174H710ZE  DUEPL V500  NI,02733933,1,"2,13",500,"30,432",18 000,9002617383874,"CLIP prowadnik, krzyżakowy, 0 mm, Stal, EXPANDO do drzwi nakładanych     bliźniaczo, RW: mimośród+niklowany*P/U: 500"
CLIP mounting plates,174H7130E  DUEPL V500 ONS,04820671,1,"2,55",500,"33,584",18 000,9009494290646,"CLIP prowadnik, krzyżakowy, 3 mm, Stal, EXPANDO (zamont. specj. wkręty z     kołkiem rozporowym), RW: mimośród+czarny*P/U: 500"
CLIP mounting plates,174H7130E  DUEPL  V50  NI,02365103,1,"2,38",50,"36,596",9 000,9002617363302,"CLIP prowadnik, krzyżakowy, 3 mm, Stal, EXPANDO (zamont. specj. wkręty z     kołkiem rozporowym), RW: mimośród+niklowany*P/U: 50/500"
CLIP mounting plates,174H7130I  DUEPL  V50  NI,02849643,1,"3,83",250,"49,829",6 000,9002617390193,"CLIP prowadnik, krzyżakowy, 3 mm, Stal, INSERTA, RW:     mimośród+niklowany*P/U: 50/250"
CLIP mounting plates,174H713ZE  DUEPL  V50  NI,08041206,1,"2,38",250,"36,116",9 000,9009494314137,"CLIP prowadnik, krzyżakowy, 3 mm, Stal, EXPANDO do drzwi nakładanych     bliźniaczo, RW: mimośród+niklowany*P/U: 50/250"
CLIP mounting plates,173L6100   MPL   V500  NI,07480175,1,"0,68",500,"17,692",45 000,9009494423402,"CLIP prowadnik, krzyżakowy, 0 mm, Stal, Wkręty, RW: otwór     podłużny+niklowany*P/U: 500"
CLIP mounting plates,173L6100   MPL   V500 ONS,03647445,1,"0,98",500,"17,692",45 000,9009494509168,"CLIP prowadnik, krzyżakowy, 0 mm, Stal, Wkręty, RW: otwór     podłużny+czarny*P/U: 500"
CLIP mounting plates,173L6130   MPL   V500  NI,01867833,1,"0,77",500,"20,254",30 000,9002617227703,"CLIP prowadnik, krzyżakowy, 3 mm, Stal, Wkręty, RW: otwór     podłużny+niklowany*P/U: 500"
CLIP mounting plates,173L6130   MPL   V500 ONS,05696350,1,"1,11",500,"20,254",30 000,9009494529760,"CLIP prowadnik, krzyżakowy, 3 mm, Stal, Wkręty, RW: otwór     podłużny+czarny*P/U: 500"
CLIP mounting plates,173L8100.21MPL   V500  NI,01370903,1,"1,06",500,"24,192",30 000,9002617239768,"CLIP prowadnik, krzyżakowy, 0 mm, Stal, zamont. EURO wkręty - drzwi     nakładane bliźniaczo, RW: otwór podłużny+niklowany*P/U: 500"
CLIP mounting plates,173L8100   MPL   V500  NI,04417806,1,"1,06",500,"25,232",30 000,9009494470642,"CLIP prowadnik, krzyżakowy, 0 mm, Stal, na zamont. EURO wkręty, RW:     otwór podłużny+niklowany*P/U: 500"
CLIP mounting plates,173L8130   MPL   V500  NI,01917443,1,"1,15",500,"27,518",24 000,9002617225105,"CLIP prowadnik, krzyżakowy, 3 mm, Stal, na zamont. EURO wkręty, RW:     otwór podłużny+niklowany*P/U: 500"
CLIP mounting plates,173L8300   MPL   V500  NI,01336643,1,"1,06",500,"24,718",24 000,9002617296532,"CLIP prowadnik, krzyżakowy, 0 mm, Stal, na zamont. EURO wkręty, RW:     otwór podłużny+niklowany*P/U: 500"
